run_dir,checkpoint_path,teammate_embed_dim,objective_hidden_dim,set_hidden_dim,fusion_hidden_dim,objective_num_layers,ff_expansion,num_set_blocks,dropout,learning_rate,weight_decay,batch_size,best_epoch,stop_reason,val_accuracy,val_macro_f1,val_weighted_f1,test_accuracy,test_macro_f1,test_weighted_f1,best_val_loss,best_val_macro_f1_during_training
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_046_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_046_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,4,0.15,0.0005,0.0001,512,2,early_stopping_val_loss_overfit_patience_3,0.3890318312137029,0.2909811609342281,0.3648358269763577,0.4065535740176888,0.39582064665677164,0.3975259262268946,4.349509292178684,0.2909811609342281
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_070_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_070_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p2_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,2,4,4,0.2,0.0005,0.0005,512,2,early_stopping_val_loss_overfit_patience_3,0.3891788576049401,0.29057389384872945,0.3663155245039421,0.4108307959982601,0.38991790479640376,0.3944426199854262,4.120040381396258,0.29057389384872945
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_116_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_116_h128_objh128_te64_fu128_obj2_ff4_blocks3_drop0p3_lr0p0005_wd0p001/best_model.pt,64,128,128,128,2,4,3,0.3,0.0005,0.001,512,1,early_stopping_val_macro_f1_patience_3,0.3841799603028744,0.29022548408225635,0.358079161160278,0.41568798028128173,0.3961889919476644,0.3957391445037674,3.9680418791594327,0.29022548408225635
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_194_h192_objh256_te128_fu256_obj1_ff2_blocks3_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_194_h192_objh256_te128_fu256_obj1_ff2_blocks3_drop0p25_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,1,2,3,0.25,0.0005,0.0005,512,3,early_stopping_val_loss_overfit_patience_3,0.3644049106814673,0.2900943390342812,0.35676168924304824,0.418732782369146,0.3959143969467797,0.4089012076014415,4.324026478661431,0.2900943390342812
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_003_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_003_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,2,4,0.1,0.001,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3713886642652356,0.2899271487333389,0.3562586121802607,0.40205886617369874,0.3941409127800781,0.39711676483858804,4.612410872070877,0.2899271487333389
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_134_h192_objh256_te128_fu256_obj2_ff2_blocks3_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_134_h192_objh256_te128_fu256_obj2_ff2_blocks3_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,2,3,0.1,0.0005,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.37550540321987796,0.2888950994928891,0.35981697443985466,0.39176453530520516,0.3672307240793686,0.3808109533177431,5.58650126280608,0.2888950994928891
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_040_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_040_h128_objh128_te64_fu128_obj2_ff2_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,2,4,0.15,0.0005,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.355142248033522,0.28874525314300376,0.3501599764748946,0.38523995940263883,0.3790338151132137,0.3690472013892027,4.280189390535708,0.28874525314300376
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_242_h256_objh256_te128_fu256_obj1_ff2_blocks3_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_242_h256_objh256_te128_fu256_obj1_ff2_blocks3_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,256,256,1,2,3,0.1,0.0005,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3649195030507976,0.28740337340744815,0.34573823265563425,0.4295345802522836,0.4105332549240355,0.4176206523189337,6.255236449065031,0.28740337340744815
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_029_h128_objh128_te64_fu128_obj1_ff2_blocks5_drop0p15_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_029_h128_objh128_te64_fu128_obj1_ff2_blocks5_drop0p15_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,2,5,0.15,0.001,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.3778578254796736,0.28710858785103094,0.36446036533183535,0.40242134261273016,0.37215594133849605,0.3861248776365204,4.50773169376232,0.28710858785103094
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_132_h192_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_132_h192_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,4,5,0.1,0.0005,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3471293097110931,0.2867544724455659,0.33385014152820885,0.4188052776569523,0.41305290999298794,0.4031652014631786,5.284342306631583,0.2867544724455659
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_156_h192_objh256_te128_fu256_obj1_ff4_blocks5_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_156_h192_objh256_te128_fu256_obj1_ff4_blocks5_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,4,5,0.15,0.0005,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3349261192384033,0.286411435192469,0.3407690534264081,0.36697114687545307,0.35143873396067854,0.3638210897496303,5.103319335866858,0.286411435192469
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_262_h256_objh256_te128_fu256_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_262_h256_objh256_te128_fu256_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,256,256,2,4,4,0.1,0.0005,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3604351981180622,0.28612952760542565,0.345553941668016,0.4138031027983181,0.4011775720312401,0.39640906037181345,5.281506149857132,0.28612952760542565
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_252_h256_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_252_h256_objh256_te128_fu256_obj1_ff4_blocks5_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,256,256,1,4,5,0.1,0.0005,0.0001,512,1,early_stopping_val_macro_f1_patience_3,0.331176946261854,0.28508461333684143,0.3252138248068139,0.39582427142235754,0.3763569219423676,0.37836599668932425,5.592145319338198,0.28508461333684143
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_170_h192_objh256_te128_fu256_obj1_ff2_blocks3_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_170_h192_objh256_te128_fu256_obj1_ff2_blocks3_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,1,2,3,0.2,0.0005,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.37873998382709695,0.2849625687635275,0.3622045076221385,0.4177903436276642,0.37935206482500394,0.39895883888600464,4.498519650212041,0.2849625687635275
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_384_h256_objh384_te256_fu384_obj2_ff4_blocks5_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_384_h256_objh384_te256_fu384_obj2_ff4_blocks5_drop0p1_lr0p0005_wd0p0001/best_model.pt,256,384,256,384,2,4,5,0.1,0.0005,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.35198118062192163,0.2840142473611048,0.34022887633849147,0.4462809917355372,0.42437458315912835,0.43259554337334155,6.315736231980501,0.2840142473611048
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_338_h256_objh256_te128_fu256_obj1_ff2_blocks3_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_338_h256_objh256_te128_fu256_obj1_ff2_blocks3_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,1,2,3,0.3,0.0005,0.001,512,3,early_stopping_val_loss_overfit_patience_3,0.3674924648974491,0.2837525297869435,0.3532903915947895,0.4088009279396839,0.38841785960948666,0.3963850344877039,4.8912744610397905,0.2837525297869435
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_081_h128_objh128_te64_fu128_obj1_ff4_blocks4_drop0p25_lr0p001_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_081_h128_objh128_te64_fu128_obj1_ff4_blocks4_drop0p25_lr0p001_wd0p0005/best_model.pt,64,128,128,128,1,4,4,0.25,0.001,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.35970006616187605,0.2836874064392332,0.3443979858534472,0.4003189792663477,0.38401836158253533,0.38905863219939874,3.0482728481292725,0.2836874064392332
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_022_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_022_h128_objh128_te64_fu128_obj2_ff4_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,2,4,4,0.1,0.0005,0.0001,512,1,early_stopping_val_macro_f1_patience_3,0.3588914210100713,0.28342011776184256,0.34085649323656975,0.3981441206321589,0.382854429720748,0.38107181271898266,4.469029479556614,0.28342011776184256
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_178_h192_objh256_te128_fu256_obj1_ff4_blocks4_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_178_h192_objh256_te128_fu256_obj1_ff4_blocks4_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,192,256,1,4,4,0.2,0.0005,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.34602661177681393,0.2824586275750342,0.3390395519135225,0.3950268232564883,0.38252951522572504,0.3874128812788459,5.0318393972184925,0.2824586275750342
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_025_h128_objh128_te64_fu128_obj1_ff2_blocks3_drop0p15_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_025_h128_objh128_te64_fu128_obj1_ff2_blocks3_drop0p15_lr0p001_wd0p0001/best_model.pt,64,128,128,128,1,2,3,0.15,0.001,0.0001,512,3,early_stopping_val_loss_overfit_patience_3,0.3816805116518415,0.28233646613319974,0.35683688959908044,0.42329998550094244,0.3927360805076923,0.40951834486959154,4.795076785264192,0.28233646613319974
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_318_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_318_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p25_lr0p0005_wd0p0005/best_model.pt,128,256,256,256,1,2,5,0.25,0.0005,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.34676174373300006,0.28199622402430025,0.33542455075722755,0.37429317094388864,0.3606258879045925,0.3596063037248805,4.944890446133083,0.28199622402430025
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_004_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_004_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,64,128,128,128,1,2,4,0.1,0.0005,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.35051091670954937,0.2819753604344241,0.34436769670878414,0.40669856459330145,0.3974250744436739,0.39906196579078657,4.070724964141846,0.2819753604344241
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_148_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_148_h192_objh256_te128_fu256_obj1_ff2_blocks4_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,1,2,4,0.15,0.0005,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.36389031831213703,0.2812956089235076,0.3542004895204543,0.38487748296360735,0.3600189615411428,0.37076623271985815,5.6952277819315595,0.2812956089235076
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_158_h192_objh256_te128_fu256_obj2_ff2_blocks3_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_158_h192_objh256_te128_fu256_obj2_ff2_blocks3_drop0p15_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,2,3,0.15,0.0005,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.3529368521649636,0.28039241514512053,0.341863396717746,0.4205451645643033,0.39683504584355184,0.4110891540472748,5.176690463666563,0.28039241514512053
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_302_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_302_h256_objh256_te128_fu256_obj2_ff2_blocks3_drop0p2_lr0p0005_wd0p0005/best_model.pt,128,256,256,256,2,2,3,0.2,0.0005,0.0005,512,2,early_stopping_val_loss_overfit_patience_3,0.3681540836580166,0.2802541662199396,0.3516222442955529,0.39444686095403797,0.36038857080120645,0.37605330414124283,4.4924159933019565,0.2802541662199396
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_404_h256_objh384_te256_fu384_obj2_ff4_blocks3_drop0p15_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_404_h256_objh384_te256_fu384_obj2_ff4_blocks3_drop0p15_lr0p0005_wd0p0001/best_model.pt,256,384,256,384,2,4,3,0.15,0.0005,0.0001,512,2,early_stopping_val_loss_overfit_patience_3,0.3424979783871205,0.2798467990386188,0.3424029787333078,0.40669856459330145,0.3975113160299906,0.3972147022397664,6.453724419629133,0.2798467990386188
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_136_h192_objh256_te128_fu256_obj2_ff2_blocks4_drop0p1_lr0p0005_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_136_h192_objh256_te128_fu256_obj2_ff2_blocks4_drop0p1_lr0p0005_wd0p0001/best_model.pt,128,256,192,256,2,2,4,0.1,0.0005,0.0001,512,2,early_stopping_val_loss_overfit_patience_3,0.36874218922296553,0.27952599318193794,0.3577404382853479,0.37987530810497316,0.3511334430134493,0.3647480109074851,6.053509570934154,0.27952599318193794
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_428_h256_objh384_te256_fu384_obj2_ff4_blocks3_drop0p2_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_428_h256_objh384_te256_fu384_obj2_ff4_blocks3_drop0p2_lr0p0005_wd0p0005/best_model.pt,256,384,256,384,2,4,3,0.2,0.0005,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.3349261192384033,0.278910832433187,0.33324826683255027,0.34290271132376393,0.33993966059919245,0.34153922037074425,6.025587523425067,0.278910832433187
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_360_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_360_h256_objh256_te128_fu256_obj2_ff4_blocks5_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,2,4,5,0.3,0.0005,0.001,512,1,early_stopping_val_macro_f1_patience_3,0.3710946114827612,0.27884276834616384,0.34551792912079277,0.3768305060171089,0.3547729089738066,0.3611280251714295,4.663976192474365,0.27884276834616384
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_261_h256_objh256_te128_fu256_obj2_ff4_blocks4_drop0p1_lr0p001_wd0p0001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_261_h256_objh256_te128_fu256_obj2_ff4_blocks4_drop0p1_lr0p001_wd0p0001/best_model.pt,128,256,256,256,2,4,4,0.1,0.001,0.0001,512,4,early_stopping_val_loss_overfit_patience_3,0.34088068808351096,0.2785833894510998,0.32685551930184925,0.3515296505727128,0.3406999153469909,0.3457543186989174,5.5529454902366355,0.2785833894510998
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_352_h256_objh256_te128_fu256_obj2_ff2_blocks4_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_352_h256_objh256_te128_fu256_obj2_ff2_blocks4_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,2,2,4,0.3,0.0005,0.001,512,4,early_stopping_val_loss_overfit_patience_3,0.34565904579872087,0.2781265905895008,0.3423744824105114,0.39553429027113235,0.3722098896008952,0.3746218140365863,4.928080885498612,0.2781265905895008
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_076_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p25_lr0p0005_wd0p0005,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_076_h128_objh128_te64_fu128_obj1_ff2_blocks4_drop0p25_lr0p0005_wd0p0005/best_model.pt,64,128,128,128,1,2,4,0.25,0.0005,0.0005,512,4,early_stopping_val_loss_overfit_patience_3,0.36249356759538337,0.2779464972907547,0.3484513677179578,0.4285196462229955,0.4111412839980287,0.41946092204347835,3.5509308532432273,0.2779464972907547
/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_342_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p3_lr0p0005_wd0p001,/home/cmantill/narrador-futbol/experiments/positions/grid_search_outputs/20260426_155024/runs/run_342_h256_objh256_te128_fu256_obj1_ff2_blocks5_drop0p3_lr0p0005_wd0p001/best_model.pt,128,256,256,256,1,2,5,0.3,0.0005,0.001,512,3,early_stopping_val_loss_overfit_patience_3,0.3374990810850548,0.277855276589321,0.3374833774440694,0.4227200231984921,0.4126604078182404,0.4118999185142205,4.459453123587149,0.277855276589321
